contrast_id,scenario_id,role,model,call_index,logical_step,call_kind,input_uncached_tokens,cache_read_tokens,cache_write_tokens,full_input_tokens,output_tokens,long_context_threshold_tokens,pricing_tier,input_rate_per_million,cache_read_rate_per_million,cache_write_rate_per_million,output_rate_per_million,input_uncached_cost_usd,cache_read_cost_usd,cache_write_cost_usd,output_cost_usd,provider_cost_usd,ai_credits,compaction_event,discarded_context_tokens,note
stable-system-10-calls,stable-system-10-calls-luna-baseline,baseline,luna,5,5,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-baseline,baseline,luna,6,6,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-baseline,baseline,luna,7,7,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-baseline,baseline,luna,8,8,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-baseline,baseline,luna,9,9,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-baseline,baseline,luna,10,10,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,1,1,model_roundtrip,0,0,51000,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.0,0.01275,0.0006,0.01335,1.335,False,0,first stable prefix is written to cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,2,2,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,3,3,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,4,4,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,5,5,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,6,6,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,7,7,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,8,8,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,9,9,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-luna-comparison,comparison,luna,10,10,model_roundtrip,0,51000,0,51000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.00102,0.0,0.0006,0.00162,0.162,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,1,1,model_roundtrip,0,0,50000,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0,0.125,0.006,0.131,13.1,False,0,first stable prefix is written to cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,2,2,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,3,3,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,4,4,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,5,5,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,6,6,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,7,7,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,8,8,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,9,9,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-baseline,baseline,terra,10,10,model_roundtrip,0,50000,0,50000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.01,0.0,0.006,0.016,1.6,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,1,1,model_roundtrip,0,0,51000,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0,0.1275,0.006,0.1335,13.35,False,0,first stable prefix is written to cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,2,2,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,3,3,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,4,4,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,5,5,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,6,6,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,7,7,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,8,8,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,9,9,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-terra-comparison,comparison,terra,10,10,model_roundtrip,0,51000,0,51000,500,272000,short,2.0,0.2,2.5,12.0,0.0,0.0102,0.0,0.006,0.0162,1.62,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,1,1,model_roundtrip,0,0,50000,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0,0.25,0.01,0.26,26.0,False,0,first stable prefix is written to cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,2,2,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,3,3,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,4,4,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,5,5,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,6,6,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,7,7,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,8,8,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,9,9,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-baseline,baseline,sol,10,10,model_roundtrip,0,50000,0,50000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.02,0.0,0.01,0.03,3.0,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,1,1,model_roundtrip,0,0,51000,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0,0.255,0.01,0.265,26.5,False,0,first stable prefix is written to cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,2,2,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,3,3,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,4,4,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,5,5,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,6,6,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,7,7,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,8,8,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,9,9,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-10-calls,stable-system-10-calls-sol-comparison,comparison,sol,10,10,model_roundtrip,0,51000,0,51000,500,272000,short,4.0,0.4,5.0,20.0,0.0,0.0204,0.0,0.01,0.0304,3.04,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,1,1,model_roundtrip,0,0,50000,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.0,0.0125,0.0006,0.0131,1.31,False,0,first stable prefix is written to cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,2,2,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,3,3,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,4,4,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,5,5,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,6,6,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,7,7,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,8,8,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,9,9,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,10,10,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,11,11,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,12,12,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,13,13,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,14,14,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,15,15,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,16,16,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,17,17,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,18,18,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,19,19,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,20,20,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,21,21,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,22,22,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,23,23,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,24,24,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,25,25,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,26,26,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,27,27,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,28,28,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,29,29,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,30,30,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,31,31,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,32,32,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,33,33,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,34,34,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,35,35,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,36,36,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,37,37,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,38,38,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,39,39,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,40,40,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,41,41,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,42,42,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,43,43,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,44,44,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,45,45,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,46,46,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
stable-system-50-calls,stable-system-50-calls-luna-baseline,baseline,luna,47,47,model_roundtrip,0,50000,0,50000,500,200000,short,0.2,0.02,0.25,1.2,0.0,0.001,0.0,0.0006,0.0016,0.16,False,0,stable prefix is read from cache
